Id,UnimodId,Name,Description,Composition,AvgMass,MonoMass,Site,Position,Classification,SpecGroup,NeutralLoss,LastModified,Approved,Hidden
dHex(2)Hex(2)HexNAc(3)Sulf(1):T:NL,1679,dHex(2)Hex(2)HexNAc(3)Sulf(1),dHex(2) Hex(2) HexNAc(3) Sulf,O(3) S dHex(2) Hex(2) HexNAc(3),1306.2044,1305.416397,T,Anywhere,O-linked glycosylation,1,TRUE,2015-05-06 10:33:30,FALSE,TRUE
dHex(2)Hex(2)HexNAc(3)Sulf(1):S:NL,1679,dHex(2)Hex(2)HexNAc(3)Sulf(1),dHex(2) Hex(2) HexNAc(3) Sulf,O(3) S dHex(2) Hex(2) HexNAc(3),1306.2044,1305.416397,S,Anywhere,O-linked glycosylation,1,TRUE,2015-05-06 10:33:30,FALSE,TRUE
dHex(2)HexNAc(5):S,1680,dHex(2)HexNAc(5),dHex(2) HexNAc(5),dHex(2) HexNAc(5),1308.245,1307.512681,S,Anywhere,O-linked glycosylation,1,FALSE,2015-05-05 12:00:00,FALSE,TRUE
dHex(2)HexNAc(5):T,1680,dHex(2)HexNAc(5),dHex(2) HexNAc(5),dHex(2) HexNAc(5),1308.245,1307.512681,T,Anywhere,O-linked glycosylation,1,FALSE,2015-05-05 12:00:00,FALSE,TRUE
dHex(2)HexNAc(5):S:NL,1680,dHex(2)HexNAc(5),dHex(2) HexNAc(5),dHex(2) HexNAc(5),1308.245,1307.512681,S,Anywhere,O-linked glycosylation,1,TRUE,2015-05-05 12:00:00,FALSE,TRUE
dHex(2)HexNAc(5):T:NL,1680,dHex(2)HexNAc(5),dHex(2) HexNAc(5),dHex(2) HexNAc(5),1308.245,1307.512681,T,Anywhere,O-linked glycosylation,1,TRUE,2015-05-05 12:00:00,FALSE,TRUE
Hex(2)HexNAc(2)NeuAc(2):S,1681,Hex(2)HexNAc(2)NeuAc(2),Hex(2) HexNAc(2) NeuAc(2),Hex(2) HexNAc(2) NeuAc(2),1313.1754,1312.455225,S,Anywhere,O-linked glycosylation,1,FALSE,2015-05-05 12:00:00,FALSE,TRUE
Hex(2)HexNAc(2)NeuAc(2):T,1681,Hex(2)HexNAc(2)NeuAc(2),Hex(2) HexNAc(2) NeuAc(2),Hex(2) HexNAc(2) NeuAc(2),1313.1754,1312.455225,T,Anywhere,O-linked glycosylation,1,FALSE,2015-05-05 12:00:00,FALSE,TRUE
Hex(2)HexNAc(2)NeuAc(2):S:NL,1681,Hex(2)HexNAc(2)NeuAc(2),Hex(2) HexNAc(2) NeuAc(2),Hex(2) HexNAc(2) NeuAc(2),1313.1754,1312.455225,S,Anywhere,O-linked glycosylation,1,TRUE,2015-05-05 12:00:00,FALSE,TRUE
Hex(2)HexNAc(2)NeuAc(2):T:NL,1681,Hex(2)HexNAc(2)NeuAc(2),Hex(2) HexNAc(2) NeuAc(2),Hex(2) HexNAc(2) NeuAc(2),1313.1754,1312.455225,T,Anywhere,O-linked glycosylation,1,TRUE,2015-05-05 12:00:00,FALSE,TRUE
dHex(2)Hex(2)HexNAc(2)NeuAc(1):T,1682,dHex(2)Hex(2)HexNAc(2)NeuAc(1),dHex(2) Hex(2) HexNAc(2) NeuAc ---OR--- Hex HexNAc(3) dHex(2) Kdn,dHex(2) Hex(2) HexNAc(2) NeuAc,1314.2032,1313.475627,T,Anywhere,O-linked glycosylation,1,FALSE,2017-11-17 13:21:07,FALSE,TRUE
dHex(2)Hex(2)HexNAc(2)NeuAc(1):S,1682,dHex(2)Hex(2)HexNAc(2)NeuAc(1),dHex(2) Hex(2) HexNAc(2) NeuAc ---OR--- Hex HexNAc(3) dHex(2) Kdn,dHex(2) Hex(2) HexNAc(2) NeuAc,1314.2032,1313.475627,S,Anywhere,O-linked glycosylation,1,FALSE,2017-11-17 13:21:07,FALSE,TRUE
dHex(2)Hex(2)HexNAc(2)NeuAc(1):T:NL,1682,dHex(2)Hex(2)HexNAc(2)NeuAc(1),dHex(2) Hex(2) HexNAc(2) NeuAc ---OR--- Hex HexNAc(3) dHex(2) Kdn,dHex(2) Hex(2) HexNAc(2) NeuAc,1314.2032,1313.475627,T,Anywhere,O-linked glycosylation,1,TRUE,2017-11-17 13:21:07,FALSE,TRUE
dHex(2)Hex(2)HexNAc(2)NeuAc(1):S:NL,1682,dHex(2)Hex(2)HexNAc(2)NeuAc(1),dHex(2) Hex(2) HexNAc(2) NeuAc ---OR--- Hex HexNAc(3) dHex(2) Kdn,dHex(2) Hex(2) HexNAc(2) NeuAc,1314.2032,1313.475627,S,Anywhere,O-linked glycosylation,1,TRUE,2017-11-17 13:21:07,FALSE,TRUE
dHex(1)Hex(3)HexNAc(3)Sulf(1):T,1683,dHex(1)Hex(3)HexNAc(3)Sulf(1),dHex Hex(3) HexNAc(3) Sulf,O(3) S dHex Hex(3) HexNAc(3),1322.2038,1321.411312,T,Anywhere,O-linked glycosylation,1,FALSE,2015-05-06 10:33:41,FALSE,TRUE
dHex(1)Hex(3)HexNAc(3)Sulf(1):S,1683,dHex(1)Hex(3)HexNAc(3)Sulf(1),dHex Hex(3) HexNAc(3) Sulf,O(3) S dHex Hex(3) HexNAc(3),1322.2038,1321.411312,S,Anywhere,O-linked glycosylation,1,FALSE,2015-05-06 10:33:41,FALSE,TRUE
dHex(1)Hex(3)HexNAc(3)Sulf(1):T:NL,1683,dHex(1)Hex(3)HexNAc(3)Sulf(1),dHex Hex(3) HexNAc(3) Sulf,O(3) S dHex Hex(3) HexNAc(3),1322.2038,1321.411312,T,Anywhere,O-linked glycosylation,1,TRUE,2015-05-06 10:33:41,FALSE,TRUE
dHex(1)Hex(3)HexNAc(3)Sulf(1):S:NL,1683,dHex(1)Hex(3)HexNAc(3)Sulf(1),dHex Hex(3) HexNAc(3) Sulf,O(3) S dHex Hex(3) HexNAc(3),1322.2038,1321.411312,S,Anywhere,O-linked glycosylation,1,TRUE,2015-05-06 10:33:41,FALSE,TRUE
dHex(2)Hex(2)HexNAc(2)NeuGc(1):T,1684,dHex(2)Hex(2)HexNAc(2)NeuGc(1),dHex(2) Hex(2) HexNAc(2) NeuGc ---OR--- Hex(3) HexNAc(2) dHex NeuAc ---OR--- Hex(2) HexNAc(3) dHex Kdn,dHex(2) Hex(2) HexNAc(2) NeuGc,1330.2026,1329.470541,T,Anywhere,O-linked glycosylation,1,FALSE,2017-11-17 13:27:04,FALSE,TRUE
dHex(2)Hex(2)HexNAc(2)NeuGc(1):S,1684,dHex(2)Hex(2)HexNAc(2)NeuGc(1),dHex(2) Hex(2) HexNAc(2) NeuGc ---OR--- Hex(3) HexNAc(2) dHex NeuAc ---OR--- Hex(2) HexNAc(3) dHex Kdn,dHex(2) Hex(2) HexNAc(2) NeuGc,1330.2026,1329.470541,S,Anywhere,O-linked glycosylation,1,FALSE,2017-11-17 13:27:04,FALSE,TRUE
dHex(2)Hex(2)HexNAc(2)NeuGc(1):T:NL,1684,dHex(2)Hex(2)HexNAc(2)NeuGc(1),dHex(2) Hex(2) HexNAc(2) NeuGc ---OR--- Hex(3) HexNAc(2) dHex NeuAc ---OR--- Hex(2) HexNAc(3) dHex Kdn,dHex(2) Hex(2) HexNAc(2) NeuGc,1330.2026,1329.470541,T,Anywhere,O-linked glycosylation,1,TRUE,2017-11-17 13:27:04,FALSE,TRUE
dHex(2)Hex(2)HexNAc(2)NeuGc(1):S:NL,1684,dHex(2)Hex(2)HexNAc(2)NeuGc(1),dHex(2) Hex(2) HexNAc(2) NeuGc ---OR--- Hex(3) HexNAc(2) dHex NeuAc ---OR--- Hex(2) HexNAc(3) dHex Kdn,dHex(2) Hex(2) HexNAc(2) NeuGc,1330.2026,1329.470541,S,Anywhere,O-linked glycosylation,1,TRUE,2017-11-17 13:27:04,FALSE,TRUE
Hex(2)HexNAc(5):S,1685,Hex(2)HexNAc(5),Hex(2) HexNAc(5),Hex(2) HexNAc(5),1340.2438,1339.50251,S,Anywhere,O-linked glycosylation,1,FALSE,2015-05-05 12:00:00,FALSE,TRUE
Hex(2)HexNAc(5):T,1685,Hex(2)HexNAc(5),Hex(2) HexNAc(5),Hex(2) HexNAc(5),1340.2438,1339.50251,T,Anywhere,O-linked glycosylation,1,FALSE,2015-05-05 12:00:00,FALSE,TRUE
Hex(2)HexNAc(5):S:NL,1685,Hex(2)HexNAc(5),Hex(2) HexNAc(5),Hex(2) HexNAc(5),1340.2438,1339.50251,S,Anywhere,O-linked glycosylation,1,TRUE,2015-05-05 12:00:00,FALSE,TRUE
Hex(2)HexNAc(5):T:NL,1685,Hex(2)HexNAc(5),Hex(2) HexNAc(5),Hex(2) HexNAc(5),1340.2438,1339.50251,T,Anywhere,O-linked glycosylation,1,TRUE,2015-05-05 12:00:00,FALSE,TRUE
dHex(1)Hex(3)HexNAc(2)NeuGc(1):S,1686,dHex(1)Hex(3)HexNAc(2)NeuGc(1),dHex Hex(3) HexNAc(2) NeuGc,dHex(1) Hex(3) HexNAc(2) NeuGc(1),1346.202,1345.465456,S,Anywhere,O-linked glycosylation,1,FALSE,2015-05-05 12:00:00,FALSE,TRUE
dHex(1)Hex(3)HexNAc(2)NeuGc(1):T,1686,dHex(1)Hex(3)HexNAc(2)NeuGc(1),dHex Hex(3) HexNAc(2) NeuGc,dHex(1) Hex(3) HexNAc(2) NeuGc(1),1346.202,1345.465456,T,Anywhere,O-linked glycosylation,1,FALSE,2015-05-05 12:00:00,FALSE,TRUE
dHex(1)Hex(3)HexNAc(2)NeuGc(1):S:NL,1686,dHex(1)Hex(3)HexNAc(2)NeuGc(1),dHex Hex(3) HexNAc(2) NeuGc,dHex(1) Hex(3) HexNAc(2) NeuGc(1),1346.202,1345.465456,S,Anywhere,O-linked glycosylation,1,TRUE,2015-05-05 12:00:00,FALSE,TRUE
dHex(1)Hex(3)HexNAc(2)NeuGc(1):T:NL,1686,dHex(1)Hex(3)HexNAc(2)NeuGc(1),dHex Hex(3) HexNAc(2) NeuGc,dHex(1) Hex(3) HexNAc(2) NeuGc(1),1346.202,1345.465456,T,Anywhere,O-linked glycosylation,1,TRUE,2015-05-05 12:00:00,FALSE,TRUE
Hex(1)HexNAc(3)NeuAc(2):S,1687,Hex(1)HexNAc(3)NeuAc(2),Hex HexNAc(3) NeuAc(2),Hex(1) HexNAc(3) NeuAc(2),1354.2273,1353.481775,S,Anywhere,O-linked glycosylation,1,FALSE,2015-05-05 12:00:00,FALSE,TRUE
Hex(1)HexNAc(3)NeuAc(2):T,1687,Hex(1)HexNAc(3)NeuAc(2),Hex HexNAc(3) NeuAc(2),Hex(1) HexNAc(3) NeuAc(2),1354.2273,1353.481775,T,Anywhere,O-linked glycosylation,1,FALSE,2015-05-05 12:00:00,FALSE,TRUE
Hex(1)HexNAc(3)NeuAc(2):S:NL,1687,Hex(1)HexNAc(3)NeuAc(2),Hex HexNAc(3) NeuAc(2),Hex(1) HexNAc(3) NeuAc(2),1354.2273,1353.481775,S,Anywhere,O-linked glycosylation,1,TRUE,2015-05-05 12:00:00,FALSE,TRUE
Hex(1)HexNAc(3)NeuAc(2):T:NL,1687,Hex(1)HexNAc(3)NeuAc(2),Hex HexNAc(3) NeuAc(2),Hex(1) HexNAc(3) NeuAc(2),1354.2273,1353.481775,T,Anywhere,O-linked glycosylation,1,TRUE,2015-05-05 12:00:00,FALSE,TRUE
dHex(1)Hex(2)HexNAc(3)NeuAc(1):S,1688,dHex(1)Hex(2)HexNAc(3)NeuAc(1),dHex Hex(2) HexNAc(3) NeuAc,dHex(1) Hex(2) HexNAc(3) NeuAc(1),1371.2545,1370.49709,S,Anywhere,O-linked glycosylation,1,FALSE,2015-05-05 12:00:00,FALSE,TRUE
dHex(1)Hex(2)HexNAc(3)NeuAc(1):T,1688,dHex(1)Hex(2)HexNAc(3)NeuAc(1),dHex Hex(2) HexNAc(3) NeuAc,dHex(1) Hex(2) HexNAc(3) NeuAc(1),1371.2545,1370.49709,T,Anywhere,O-linked glycosylation,1,FALSE,2015-05-05 12:00:00,FALSE,TRUE
dHex(1)Hex(2)HexNAc(3)NeuAc(1):S:NL,1688,dHex(1)Hex(2)HexNAc(3)NeuAc(1),dHex Hex(2) HexNAc(3) NeuAc,dHex(1) Hex(2) HexNAc(3) NeuAc(1),1371.2545,1370.49709,S,Anywhere,O-linked glycosylation,1,TRUE,2015-05-05 12:00:00,FALSE,TRUE
dHex(1)Hex(2)HexNAc(3)NeuAc(1):T:NL,1688,dHex(1)Hex(2)HexNAc(3)NeuAc(1),dHex Hex(2) HexNAc(3) NeuAc,dHex(1) Hex(2) HexNAc(3) NeuAc(1),1371.2545,1370.49709,T,Anywhere,O-linked glycosylation,1,TRUE,2015-05-05 12:00:00,FALSE,TRUE
dHex(3)Hex(2)HexNAc(3):S,1689,dHex(3)Hex(2)HexNAc(3),dHex(3) Hex(2) HexNAc(3),dHex(3) Hex(2) HexNAc(3),1372.2824,1371.517491,S,Anywhere,O-linked glycosylation,1,FALSE,2015-05-05 12:00:00,FALSE,TRUE
dHex(3)Hex(2)HexNAc(3):T,1689,dHex(3)Hex(2)HexNAc(3),dHex(3) Hex(2) HexNAc(3),dHex(3) Hex(2) HexNAc(3),1372.2824,1371.517491,T,Anywhere,O-linked glycosylation,1,FALSE,2015-05-05 12:00:00,FALSE,TRUE
dHex(3)Hex(2)HexNAc(3):S:NL,1689,dHex(3)Hex(2)HexNAc(3),dHex(3) Hex(2) HexNAc(3),dHex(3) Hex(2) HexNAc(3),1372.2824,1371.517491,S,Anywhere,O-linked glycosylation,1,TRUE,2015-05-05 12:00:00,FALSE,TRUE
dHex(3)Hex(2)HexNAc(3):T:NL,1689,dHex(3)Hex(2)HexNAc(3),dHex(3) Hex(2) HexNAc(3),dHex(3) Hex(2) HexNAc(3),1372.2824,1371.517491,T,Anywhere,O-linked glycosylation,1,TRUE,2015-05-05 12:00:00,FALSE,TRUE
Hex(7)Phos(3):T,1690,Hex(7)Phos(3),Hex(7) Phos(3),H(3) O(9) P(3) Hex(7),1374.9239,1374.268757,T,Anywhere,O-linked glycosylation,1,FALSE,2015-05-06 10:43:14,FALSE,TRUE
Hex(7)Phos(3):S,1690,Hex(7)Phos(3),Hex(7) Phos(3),H(3) O(9) P(3) Hex(7),1374.9239,1374.268757,S,Anywhere,O-linked glycosylation,1,FALSE,2015-05-06 10:43:14,FALSE,TRUE
Hex(7)Phos(3):T:NL,1690,Hex(7)Phos(3),Hex(7) Phos(3),H(3) O(9) P(3) Hex(7),1374.9239,1374.268757,T,Anywhere,O-linked glycosylation,1,TRUE,2015-05-06 10:43:14,FALSE,TRUE
Hex(7)Phos(3):S:NL,1690,Hex(7)Phos(3),Hex(7) Phos(3),H(3) O(9) P(3) Hex(7),1374.9239,1374.268757,S,Anywhere,O-linked glycosylation,1,TRUE,2015-05-06 10:43:14,FALSE,TRUE
dHex(1)Hex(4)HexA(1)HexNAc(2):S,1691,dHex(1)Hex(4)HexA(1)HexNAc(2),dHex Hex(4) HexA HexNAc(2),dHex(1) Hex(4) HexA(1) HexNAc(2),1377.2128,1376.460036,S,Anywhere,O-linked glycosylation,1,FALSE,2015-05-05 12:00:00,FALSE,TRUE
dHex(1)Hex(4)HexA(1)HexNAc(2):T,1691,dHex(1)Hex(4)HexA(1)HexNAc(2),dHex Hex(4) HexA HexNAc(2),dHex(1) Hex(4) HexA(1) HexNAc(2),1377.2128,1376.460036,T,Anywhere,O-linked glycosylation,1,FALSE,2015-05-05 12:00:00,FALSE,TRUE
dHex(1)Hex(4)HexA(1)HexNAc(2):S:NL,1691,dHex(1)Hex(4)HexA(1)HexNAc(2),dHex Hex(4) HexA HexNAc(2),dHex(1) Hex(4) HexA(1) HexNAc(2),1377.2128,1376.460036,S,Anywhere,O-linked glycosylation,1,TRUE,2015-05-05 12:00:00,FALSE,TRUE
dHex(1)Hex(4)HexA(1)HexNAc(2):T:NL,1691,dHex(1)Hex(4)HexA(1)HexNAc(2),dHex Hex(4) HexA HexNAc(2),dHex(1) Hex(4) HexA(1) HexNAc(2),1377.2128,1376.460036,T,Anywhere,O-linked glycosylation,1,TRUE,2015-05-05 12:00:00,FALSE,TRUE
Hex(3)HexNAc(3)NeuAc(1):T,1692,Hex(3)HexNAc(3)NeuAc(1),Hex(3) HexNAc(3) NeuAc ---OR--- Hex(2) HexNAc(3) dHex NeuGc ---OR--- Hex(2) HexNAc(4) Kdn,Hex(3) HexNAc(3) NeuAc,1387.2539,1386.492005,T,Anywhere,O-linked glycosylation,1,FALSE,2017-11-17 15:15:55,FALSE,TRUE
Hex(3)HexNAc(3)NeuAc(1):S,1692,Hex(3)HexNAc(3)NeuAc(1),Hex(3) HexNAc(3) NeuAc ---OR--- Hex(2) HexNAc(3) dHex NeuGc ---OR--- Hex(2) HexNAc(4) Kdn,Hex(3) HexNAc(3) NeuAc,1387.2539,1386.492005,S,Anywhere,O-linked glycosylation,1,FALSE,2017-11-17 15:15:55,FALSE,TRUE
Hex(3)HexNAc(3)NeuAc(1):T:NL,1692,Hex(3)HexNAc(3)NeuAc(1),Hex(3) HexNAc(3) NeuAc ---OR--- Hex(2) HexNAc(3) dHex NeuGc ---OR--- Hex(2) HexNAc(4) Kdn,Hex(3) HexNAc(3) NeuAc,1387.2539,1386.492005,T,Anywhere,O-linked glycosylation,1,TRUE,2017-11-17 15:15:55,FALSE,TRUE
Hex(3)HexNAc(3)NeuAc(1):S:NL,1692,Hex(3)HexNAc(3)NeuAc(1),Hex(3) HexNAc(3) NeuAc ---OR--- Hex(2) HexNAc(3) dHex NeuGc ---OR--- Hex(2) HexNAc(4) Kdn,Hex(3) HexNAc(3) NeuAc,1387.2539,1386.492005,S,Anywhere,O-linked glycosylation,1,TRUE,2017-11-17 15:15:55,FALSE,TRUE
dHex(1)Hex(3)HexA(2)HexNAc(2):S,1693,dHex(1)Hex(3)HexA(2)HexNAc(2),dHex Hex(3) HexA(2) HexNAc(2),dHex(1) Hex(3) HexA(2) HexNAc(2),1391.1963,1390.439301,S,Anywhere,O-linked glycosylation,1,FALSE,2015-05-05 12:00:00,FALSE,TRUE
dHex(1)Hex(3)HexA(2)HexNAc(2):T,1693,dHex(1)Hex(3)HexA(2)HexNAc(2),dHex Hex(3) HexA(2) HexNAc(2),dHex(1) Hex(3) HexA(2) HexNAc(2),1391.1963,1390.439301,T,Anywhere,O-linked glycosylation,1,FALSE,2015-05-05 12:00:00,FALSE,TRUE
dHex(1)Hex(3)HexA(2)HexNAc(2):S:NL,1693,dHex(1)Hex(3)HexA(2)HexNAc(2),dHex Hex(3) HexA(2) HexNAc(2),dHex(1) Hex(3) HexA(2) HexNAc(2),1391.1963,1390.439301,S,Anywhere,O-linked glycosylation,1,TRUE,2015-05-05 12:00:00,FALSE,TRUE
dHex(1)Hex(3)HexA(2)HexNAc(2):T:NL,1693,dHex(1)Hex(3)HexA(2)HexNAc(2),dHex Hex(3) HexA(2) HexNAc(2),dHex(1) Hex(3) HexA(2) HexNAc(2),1391.1963,1390.439301,T,Anywhere,O-linked glycosylation,1,TRUE,2015-05-05 12:00:00,FALSE,TRUE
Hex(2)HexNAc(2)NeuAc(2)Sulf(1):T,1694,Hex(2)HexNAc(2)NeuAc(2)Sulf(1),Hex(2) HexNAc(2) NeuAc(2) Sulf,O(3) S Hex(2) HexNAc(2) NeuAc(2),1393.2386,1392.41204,T,Anywhere,O-linked glycosylation,1,FALSE,2015-05-06 10:34:04,FALSE,TRUE
Hex(2)HexNAc(2)NeuAc(2)Sulf(1):S,1694,Hex(2)HexNAc(2)NeuAc(2)Sulf(1),Hex(2) HexNAc(2) NeuAc(2) Sulf,O(3) S Hex(2) HexNAc(2) NeuAc(2),1393.2386,1392.41204,S,Anywhere,O-linked glycosylation,1,FALSE,2015-05-06 10:34:04,FALSE,TRUE
Hex(2)HexNAc(2)NeuAc(2)Sulf(1):T:NL,1694,Hex(2)HexNAc(2)NeuAc(2)Sulf(1),Hex(2) HexNAc(2) NeuAc(2) Sulf,O(3) S Hex(2) HexNAc(2) NeuAc(2),1393.2386,1392.41204,T,Anywhere,O-linked glycosylation,1,TRUE,2015-05-06 10:34:04,FALSE,TRUE
Hex(2)HexNAc(2)NeuAc(2)Sulf(1):S:NL,1694,Hex(2)HexNAc(2)NeuAc(2)Sulf(1),Hex(2) HexNAc(2) NeuAc(2) Sulf,O(3) S Hex(2) HexNAc(2) NeuAc(2),1393.2386,1392.41204,S,Anywhere,O-linked glycosylation,1,TRUE,2015-05-06 10:34:04,FALSE,TRUE
dHex(2)Hex(2)HexNAc(2)NeuAc(1)Sulf(1):T,1695,dHex(2)Hex(2)HexNAc(2)NeuAc(1)Sulf(1),dHex(2) Hex(2) HexNAc(2) NeuAc Sulf,O(3) S dHex(2) Hex(2) HexNAc(2) NeuAc,1394.2664,1393.432441,T,Anywhere,O-linked glycosylation,1,FALSE,2015-05-06 10:34:15,FALSE,TRUE
dHex(2)Hex(2)HexNAc(2)NeuAc(1)Sulf(1):S,1695,dHex(2)Hex(2)HexNAc(2)NeuAc(1)Sulf(1),dHex(2) Hex(2) HexNAc(2) NeuAc Sulf,O(3) S dHex(2) Hex(2) HexNAc(2) NeuAc,1394.2664,1393.432441,S,Anywhere,O-linked glycosylation,1,FALSE,2015-05-06 10:34:15,FALSE,TRUE
dHex(2)Hex(2)HexNAc(2)NeuAc(1)Sulf(1):T:NL,1695,dHex(2)Hex(2)HexNAc(2)NeuAc(1)Sulf(1),dHex(2) Hex(2) HexNAc(2) NeuAc Sulf,O(3) S dHex(2) Hex(2) HexNAc(2) NeuAc,1394.2664,1393.432441,T,Anywhere,O-linked glycosylation,1,TRUE,2015-05-06 10:34:15,FALSE,TRUE
dHex(2)Hex(2)HexNAc(2)NeuAc(1)Sulf(1):S:NL,1695,dHex(2)Hex(2)HexNAc(2)NeuAc(1)Sulf(1),dHex(2) Hex(2) HexNAc(2) NeuAc Sulf,O(3) S dHex(2) Hex(2) HexNAc(2) NeuAc,1394.2664,1393.432441,S,Anywhere,O-linked glycosylation,1,TRUE,2015-05-06 10:34:15,FALSE,TRUE
Hex(3)HexNAc(3)NeuGc(1):S,1696,Hex(3)HexNAc(3)NeuGc(1),Hex(3) HexNAc(3) NeuGc,Hex(3) HexNAc(3) NeuGc(1),1403.2533,1402.48692,S,Anywhere,O-linked glycosylation,1,FALSE,2015-05-05 12:00:00,FALSE,TRUE
Hex(3)HexNAc(3)NeuGc(1):T,1696,Hex(3)HexNAc(3)NeuGc(1),Hex(3) HexNAc(3) NeuGc,Hex(3) HexNAc(3) NeuGc(1),1403.2533,1402.48692,T,Anywhere,O-linked glycosylation,1,FALSE,2015-05-05 12:00:00,FALSE,TRUE
Hex(3)HexNAc(3)NeuGc(1):S:NL,1696,Hex(3)HexNAc(3)NeuGc(1),Hex(3) HexNAc(3) NeuGc,Hex(3) HexNAc(3) NeuGc(1),1403.2533,1402.48692,S,Anywhere,O-linked glycosylation,1,TRUE,2015-05-05 12:00:00,FALSE,TRUE
Hex(3)HexNAc(3)NeuGc(1):T:NL,1696,Hex(3)HexNAc(3)NeuGc(1),Hex(3) HexNAc(3) NeuGc,Hex(3) HexNAc(3) NeuGc(1),1403.2533,1402.48692,T,Anywhere,O-linked glycosylation,1,TRUE,2015-05-05 12:00:00,FALSE,TRUE
dHex(4)Hex(1)HexNAc(2)Kdn(1):T,1697,dHex(4)Hex(1)HexNAc(2)Kdn(1),dHex(4) Hex HexNAc(2) Kdn,dHex(4) Hex HexNAc(2) Kdn,1403.2931,1402.512072,T,Anywhere,O-linked glycosylation,1,FALSE,2015-05-05 15:56:51,FALSE,TRUE
dHex(4)Hex(1)HexNAc(2)Kdn(1):S,1697,dHex(4)Hex(1)HexNAc(2)Kdn(1),dHex(4) Hex HexNAc(2) Kdn,dHex(4) Hex HexNAc(2) Kdn,1403.2931,1402.512072,S,Anywhere,O-linked glycosylation,1,FALSE,2015-05-05 15:56:51,FALSE,TRUE
dHex(4)Hex(1)HexNAc(2)Kdn(1):T:NL,1697,dHex(4)Hex(1)HexNAc(2)Kdn(1),dHex(4) Hex HexNAc(2) Kdn,dHex(4) Hex HexNAc(2) Kdn,1403.2931,1402.512072,T,Anywhere,O-linked glycosylation,1,TRUE,2015-05-05 15:56:51,FALSE,TRUE
dHex(4)Hex(1)HexNAc(2)Kdn(1):S:NL,1697,dHex(4)Hex(1)HexNAc(2)Kdn(1),dHex(4) Hex HexNAc(2) Kdn,dHex(4) Hex HexNAc(2) Kdn,1403.2931,1402.512072,S,Anywhere,O-linked glycosylation,1,TRUE,2015-05-05 15:56:51,FALSE,TRUE
dHex(3)Hex(2)HexNAc(2)Kdn(1):T,1698,dHex(3)Hex(2)HexNAc(2)Kdn(1),dHex(3) Hex(2) HexNAc(2) Kdn,dHex(3) Hex(2) HexNAc(2) Kdn,1419.2925,1418.506986,T,Anywhere,O-linked glycosylation,1,FALSE,2015-05-05 15:56:45,FALSE,TRUE
dHex(3)Hex(2)HexNAc(2)Kdn(1):S,1698,dHex(3)Hex(2)HexNAc(2)Kdn(1),dHex(3) Hex(2) HexNAc(2) Kdn,dHex(3) Hex(2) HexNAc(2) Kdn,1419.2925,1418.506986,S,Anywhere,O-linked glycosylation,1,FALSE,2015-05-05 15:56:45,FALSE,TRUE
dHex(3)Hex(2)HexNAc(2)Kdn(1):T:NL,1698,dHex(3)Hex(2)HexNAc(2)Kdn(1),dHex(3) Hex(2) HexNAc(2) Kdn,dHex(3) Hex(2) HexNAc(2) Kdn,1419.2925,1418.506986,T,Anywhere,O-linked glycosylation,1,TRUE,2015-05-05 15:56:45,FALSE,TRUE
dHex(3)Hex(2)HexNAc(2)Kdn(1):S:NL,1698,dHex(3)Hex(2)HexNAc(2)Kdn(1),dHex(3) Hex(2) HexNAc(2) Kdn,dHex(3) Hex(2) HexNAc(2) Kdn,1419.2925,1418.506986,S,Anywhere,O-linked glycosylation,1,TRUE,2015-05-05 15:56:45,FALSE,TRUE
dHex(3)Hex(2)HexA(1)HexNAc(2)Sulf(1):T,1699,dHex(3)Hex(2)HexA(1)HexNAc(2)Sulf(1),dHex(3) Hex(2) HexA HexNAc(2) Sulf,O(3) S dHex(3) Hex(2) HexA HexNAc(2),1425.2772,1424.427021,T,Anywhere,O-linked glycosylation,1,FALSE,2015-05-06 09:55:55,FALSE,TRUE
dHex(3)Hex(2)HexA(1)HexNAc(2)Sulf(1):S,1699,dHex(3)Hex(2)HexA(1)HexNAc(2)Sulf(1),dHex(3) Hex(2) HexA HexNAc(2) Sulf,O(3) S dHex(3) Hex(2) HexA HexNAc(2),1425.2772,1424.427021,S,Anywhere,O-linked glycosylation,1,FALSE,2015-05-06 09:55:55,FALSE,TRUE
dHex(3)Hex(2)HexA(1)HexNAc(2)Sulf(1):T:NL,1699,dHex(3)Hex(2)HexA(1)HexNAc(2)Sulf(1),dHex(3) Hex(2) HexA HexNAc(2) Sulf,O(3) S dHex(3) Hex(2) HexA HexNAc(2),1425.2772,1424.427021,T,Anywhere,O-linked glycosylation,1,TRUE,2015-05-06 09:55:55,FALSE,TRUE
dHex(3)Hex(2)HexA(1)HexNAc(2)Sulf(1):S:NL,1699,dHex(3)Hex(2)HexA(1)HexNAc(2)Sulf(1),dHex(3) Hex(2) HexA HexNAc(2) Sulf,O(3) S dHex(3) Hex(2) HexA HexNAc(2),1425.2772,1424.427021,S,Anywhere,O-linked glycosylation,1,TRUE,2015-05-06 09:55:55,FALSE,TRUE
Hex(2)HexNAc(4)NeuAc(1):S,1700,Hex(2)HexNAc(4)NeuAc(1),Hex(2) HexNAc(4) NeuAc,Hex(2) HexNAc(4) NeuAc(1),1428.3059,1427.518554,S,Anywhere,O-linked glycosylation,1,FALSE,2015-05-05 12:00:00,FALSE,TRUE
